instruction,model_output,parsed_title,title_in_dataset,matched_by,satisfied_by_returned,dataset_has_any_matching,hallucinated,constraints,claims,mentioned_ingredients,corrected_output,correction_type,correction_reason
Suggest a balanced meal with moderate calories and good protein.,"Mexican Rice - 207.0 calories, 2.6g protein, 0.3g fat, 44.4g carbs.",Mexican Rice,True,exact,True,True,False,{'balanced': True},"{'calories': 207.0, 'protein': 2.6, 'carbs': 44.4, 'total_fat': 0.3}",[],"Mexican Rice - 520 calories, 8.8g protein, 37mg sodium, ready in 40 minutes, serves 2. Ingredients: {'': [('oil', '2  time(s) tablespoons '), ('rice', '1  time(s) cup '), ('chopped onion (fresh or frozen)', '0.25 time(s) cup '), ('of chopped green pepper (fresh or frozen)', '0.25 time(s) cup '), ('frozen mixed vegetables', '0.5 time(s) cup '), ('knorr tomato bouillon with chicken flavor or 1 packet sazon goya con culantro y achiote', '2  time(s) tablespoons '), ('chopped cilantro', '0.25 time(s) cup '), ('water', '2  time(s) cups '), ('queso fresco', ' time(s) '), ('chopped cilantro', ' time(s) '), ('lime juice', ' time(s) ')]}",fix_claims,numeric claims diverged (matched_by=exact)
List a low-sodium recipe under 445mg sodium.,"Raspberry Sauce - 425.2mg sodium, 90.5 calories, 5 minutes prep time.",Raspberry Sauce,True,exact,True,True,False,"{'calories_max': 445.0, 'sodium_max': 445.0}","{'calories': 90.5, 'sodium': 425.2, 'duration': 5.0}",[],"Raspberry sauce - 162 calories, 3.7g protein, 3mg sodium, ready in 5 minutes. Ingredients: {'': [('pints raspberries', '2  time(s) '), ('chambord raspberry liquor', '2  time(s) tablespoons ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Recommend a quick recipe that takes less than 27 minutes.,"Sausage and Pepper Grinders - Takes 25 minutes, 253.1 calories, serves 1.",Sausage and Pepper Grinders,True,fuzzy,False,True,False,{'duration_max': 27.0},"{'calories': 253.1, 'duration': 25.0, 'serves': 1.0}",[],"Sausage and Peppers - 311 calories, 7.1g protein, 602mg sodium, ready in 30 minutes, serves 6. Ingredients: {'': [('spray', ' time(s) cooking '), ('turkey italian sausage', ' time(s) '), ('green bell pepper', ' time(s) '), ('red bell pepper', ' time(s) '), ('yellow bell pepper', ' time(s) '), ('garlic cloves, thinly sliced', '6  time(s) '), ('bottle fat-free pasta sauce (such as healthy choice)', '1 time(s) (26 ounce) '), ('hot cooked penne (about 3/4 pound uncooked tube-shaped pasta)', '6  time(s) cups '), ('grated fresh parmesan cheese', '2  time(s) tablespoons ')]}",fix_claims,numeric claims diverged (matched_by=fuzzy)
Recommend a quick recipe that takes less than 50 minutes.,"Easy Stuffed Peppers - Takes 40 minutes, 265.1 calories, serves 1.",Easy Stuffed Peppers,True,exact,False,True,False,{'duration_max': 50.0},"{'calories': 265.1, 'duration': 40.0, 'serves': 1.0}",[],"Easy Stuffed Peppers - 196 calories, 5.6g protein, 451mg sodium, ready in 85 minutes, serves 4. Ingredients: {'': [('large bell peppers (may use zuchinni)', '4  time(s) '), ('large mild italian sausage (about 1 lb)', '3  time(s) '), ('long grain rice (i use basmati)', '0.5 time(s) cup '), ('chicken broth', '0.75 time(s) cup '), ('medium onion, small dice', '1  time(s) '), ('garlic cloves, minced', '3  time(s) '), ('pinch cinnamon', '1  time(s) '), ('salt and pepper', ' time(s) '), ('olive oil', '1 -2  time(s) teaspoon '), ('marinara sauce (homemade preferably)', '1 -2  time(s) cup ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Find a high-protein recipe with at least 7g protein.,"Egg Salad - 8.3g protein, 258.7 calories, 18.3g fat, 7.5g carbs.",Egg Salad,True,exact,False,True,False,{'protein_min': 7.0},"{'calories': 258.7, 'protein': 8.3, 'carbs': 7.5, 'total_fat': 18.3}",[],"Egg Salad - 78 calories, 6.9g protein, 201mg sodium, ready in 25 minutes, serves 4. Ingredients: {'': [(""whole eggs, eggland's natural eggs"", '3  time(s) '), (""whites, eggland's natural eggs"", '2  time(s) egg '), ('pickle spears, chopped', '3  time(s) '), ('onion, chopped finely', '0.25 time(s) cup '), ('mustard', '2  time(s) tablespoons '), ('black olives, chopped finely', '2  time(s) tablespoons ')]}",fix_claims,numeric claims diverged (matched_by=exact)
List a low-sodium recipe under 163mg sodium.,"Chicken Enchiladas - 128.4mg sodium, 267.1 calories, 30 minutes prep time.",Chicken Enchiladas,True,exact,False,True,False,"{'calories_max': 163.0, 'sodium_max': 163.0}","{'calories': 267.1, 'sodium': 128.4, 'duration': 30.0}",[],"Chicken Enchiladas - 592 calories, 35.7g protein, 1557mg sodium, ready in 45 minutes, serves 10. Ingredients: {'': [('package cream cheese', '1 time(s) (8 ounce) '), (""tyson's canned white chicken meat"", '2 time(s) (12 1/2 ounce) cans '), ('jar enchilada sauce (i used food lion brand, have tried them all, it tastes best)', '1 time(s) (16 ounce) '), ('burrito-size flour tortillas (depends on how much stuff you punt in each one)', '10 -15  time(s) ')], 'if you like spicy  my family does  i add at least one of the following': [('1 jalapenos or 1 taco bell hot sauce', ' time(s) '), ('blend cheese or 4 -6 cups cheddar cheese', '4 -6  time(s) cups shredded mexican ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Find a high-protein recipe with at least 3g protein.,"Chocolate Peanut Butter Protein Bars - 4.4g protein, 142.6 calories, 2.8g fat, 23.6g carbs.",Chocolate Peanut Butter Protein Bars,True,exact,True,True,False,{'protein_min': 3.0},"{'calories': 142.6, 'protein': 4.4, 'carbs': 23.6, 'total_fat': 2.8}",[],"Chocolate Peanut Butter Protein Bars - 288 calories, 8.2g protein, 6mg sodium, ready in 15 minutes, serves 20. Ingredients: {'': [('uncooked oatmeal', '3  time(s) cups '), ('natural-style peanut butter', '2  time(s) cups '), ('honey', '1 3/4 time(s) cups '), (""chocolate protein powder (nature's way metabolic reset)"", '2 1/4 time(s) cups ')]}",fix_claims,numeric claims diverged (matched_by=exact)
List a low-sodium recipe under 196mg sodium.,"Savory Corn and Bacon Bread - 177.0mg sodium, 124.6 calories, 45 minutes prep time.",Savory Corn and Bacon Bread,True,substring,False,True,False,"{'calories_max': 196.0, 'sodium_max': 196.0}","{'calories': 124.6, 'sodium': 177.0, 'duration': 45.0}",[],"Savory Corn and Bacon Bread Pudding #RSC - 882 calories, 32.4g protein, 1374mg sodium, ready in 85 minutes, serves 4. Ingredients: {'': [('olive oil, divided', '4  time(s) tablespoons '), ('cubed french baguettes (1 inch cubes)', '2  time(s) cups '), ('and seasoning mix', '1 time(s) (1 ounce) package hidden valley&reg; original ranch&reg; dressing '), ('finely chopped shallots', '2  time(s) tablespoons '), ('corn (fresh or frozen)', '1  time(s) cup '), ('slices bacon, cooked and rough chop', '6  time(s) '), ('large eggs', '3  time(s) '), ('half-and-half cream', '2  time(s) cups '), ('sharp cheddar cheese, shredded', '0.5 time(s) cup '), ('hot sauce (preferably red hot)', '0.5 time(s) teaspoon '), ('salt', '0.5 time(s) teaspoon '), ('pepper', '0.25 time(s) teaspoon '), ('panko breadcrumbs', '0.3333333333333333 time(s) cup '), ('parmesan cheese, grated', '0.3333333333333333 time(s) cup '), ('lemon zest', '0.5 time(s) teaspoon '), ('sprigs fresh thyme, leaves removed and chopped', '3  time(s) ')]}",fix_claims,numeric claims diverged (matched_by=substring)
Suggest a balanced meal with moderate calories and good protein.,"Chicken and Chorizo Paella - 367.0 calories, 27.8g protein, 10.3g fat, 47.6g carbs.",Chicken and Chorizo Paella,True,exact,False,True,False,{'balanced': True},"{'calories': 367.0, 'protein': 27.8, 'carbs': 47.6, 'total_fat': 10.3}",[],"Chicken and Chorizo Paella - 3315 calories, 155.9g protein, 3619mg sodium, ready in 60 minutes. Ingredients: {'': [('chorizo sausage, halved lengthways and sliced', '10 1/2 time(s) ounces '), ('chicken thighs, skin removed, boned and cut into large chunks', '8  time(s) '), ('olive oil', '2  time(s) tablespoons '), ('onions, chopped', '2  time(s) '), ('garlic cloves, crushed', '4  time(s) '), ('smoked sweet paprika', '1  time(s) tablespoon '), ('paella rice', '1 1/3 time(s) lbs '), ('chicken stock, hot', '8 1/2 time(s) cups '), ('red peppers, deseeded and sliced', '2  time(s) '), ('yellow peppers, deseeded and sliced', '2  time(s) '), ('fine green beans, trimmed and blanched', '5  time(s) ounces '), ('roma tomatoes, cut into chunky pieces', '6  time(s) '), ('fresh flat leaf parsley, leaves picked and chopped', '1  time(s) ounce '), ('lemon wedge, to serve', ' time(s) ')]}",fix_claims,numeric claims diverged (matched_by=exact)
List a low-sodium recipe under 1821mg sodium.,"Cajun Red Rice - 1681.3mg sodium, 289.0 calories, 30 minutes prep time.",Cajun Red Rice,True,fuzzy,True,True,False,"{'calories_max': 1821.0, 'sodium_max': 1821.0}","{'calories': 289.0, 'sodium': 1681.3, 'duration': 30.0}",[],"Cajun Fried Rice - 300 calories, 14.2g protein, 848mg sodium, ready in 35 minutes, serves 6. Ingredients: {'': [('soy sauce', '1 1/2 time(s) tablespoons '), ('toasted sesame oil, divided', '2  time(s) teaspoons '), ('garlic cloves, minced', '2  time(s) '), ('minced gingerroot', '2  time(s) teaspoons '), ('tabasco sauce', '3  time(s) teaspoons '), ('peeled crayfish tails or 1/2 lb $template2$', '0.5 time(s) lb '), ('eggs', '3 time(s) '), ('salt, divided', '1 1/4 time(s) teaspoons '), ('peanut oil, divided', '3  time(s) tablespoons '), ('small onion, quartered and thinly sliced', '1  time(s) '), ('cold cooked rice', '3  time(s) cups '), ('bean sprouts', '1 1/2 time(s) cups '), ('frozen green pea', '0.75 time(s) cup '), ('pepper', ' time(s) ')]}",fix_claims,numeric claims diverged (matched_by=fuzzy)
Suggest a balanced meal with moderate calories and good protein.,"Cheddar Cheese and Bacon Frittata - 219.8 calories, 10.7g protein, 18.2g fat, 1.6g carbs.",Cheddar Cheese and Bacon Frittata,True,fuzzy,False,True,False,{'balanced': True},"{'calories': 219.8, 'protein': 10.7, 'carbs': 1.6, 'total_fat': 18.2}",[],"Mini Cheddar and Bacon Frittatas - 98 calories, 7.4g protein, 198mg sodium, ready in 20 minutes. Ingredients: {'': [('eggs', '4 time(s) '), ('milk', '2  time(s) tablespoons '), ('fresh parsley, chopped', '1  time(s) tablespoon '), ('cheddar cheese', '0.5 time(s) cup '), ('parmesan cheese', '0.25 time(s) cup '), ('slices cooked bacon, chopped', '3  time(s) ')]}",fix_claims,numeric claims diverged (matched_by=fuzzy)
Recommend a quick recipe that takes less than 45 minutes.,"Chocolate Lava Cakes - Takes 40 minutes, 266.7 calories, serves 1.",Chocolate Lava Cakes,True,exact,True,True,False,{'duration_max': 45.0},"{'calories': 266.7, 'duration': 40.0, 'serves': 1.0}",[],"Chocolate Lava Cakes - 494 calories, 7.7g protein, 76mg sodium, ready in 28 minutes, serves 6. Ingredients: {'': [('finely chopped bittersweet chocolate', '7  time(s) ounces '), ('unsalted butter (1 3/4 stick)', '14  time(s) tablespoons '), ('pinch table salt', '1  time(s) '), ('pure vanilla extract', '0.5 time(s) teaspoon '), ('eggs', '4 time(s) '), ('yolks', '4  time(s) egg '), (""confectioners' sugar"", '1 1/2 time(s) cups '), ('all-purpose flour', '0.75 time(s) cup ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Recommend a quick recipe that takes less than 37 minutes.,"Fried Cabbage - Takes 25 minutes, 106.4 calories, serves 4.",Fried Cabbage,True,exact,True,True,False,{'duration_max': 37.0},"{'calories': 106.4, 'duration': 25.0, 'serves': 4.0}",[],"Fried Cabbage - 110 calories, 2.2g protein, 95mg sodium, ready in 30 minutes, serves 6. Ingredients: {'': [('medium cabbage', '1  time(s) '), ('green pepper', '1  time(s) '), ('butter', '0.25 time(s) cup '), ('salt and pepper', ' time(s) ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Find a high-protein recipe with at least 10g protein.,"Peanut Butter Chocolate Chip Cookies - 11.5g protein, 220.3 calories, 5.3g fat, 33.8g carbs.",Peanut Butter Chocolate Chip Cookies,True,exact,False,True,False,{'protein_min': 10.0},"{'calories': 220.3, 'protein': 11.5, 'carbs': 33.8, 'total_fat': 5.3}",[],"Peanut Butter Chocolate Chip Cookies - 158 calories, 3.9g protein, 64mg sodium, ready in 30 minutes. Ingredients: {'': [('smooth peanut butter', '1  time(s) cup '), ('sugar', '1  time(s) cup '), ('large egg, beaten', '1  time(s) '), ('chocolate chips', '1  time(s) cup ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Find a high-protein recipe with at least 5g protein.,"Easy Cheesy Chicken and Rice Casserole - 7.0g protein, 263.9 calories, 8.1g fat, 29.3g carbs.",Easy Cheesy Chicken and Rice Casserole,True,fuzzy,True,True,False,{'protein_min': 5.0},"{'calories': 263.9, 'protein': 7.0, 'carbs': 29.3, 'total_fat': 8.1}",[],"Zesty Cheesy Chicken and Rice Casserole - 491 calories, 28.9g protein, 844mg sodium, ready in 35 minutes, serves 6. Ingredients: {'': [('frozen green beans', '2 time(s) (14 1/2 ounce) '), ('chicken breasts, cutlets', '4  time(s) '), ('medium onion, diced and sauteed', '1  time(s) '), ('pimientos, drained', '1 time(s) (4 ounce) can '), ('condensed cream of chicken soup', '1 time(s) (10 3/4 ounce) can '), ('mayonnaise', '1  time(s) cup '), ('grain and wild rice blend, cooked according to package directions', '1 time(s) (8 ounce) box rice-a roni long '), ('grated sharp cheddar cheese', '1  time(s) cup '), ('pinch salt', '1  time(s) ')]}",fix_claims,numeric claims diverged (matched_by=fuzzy)
Find a high-protein recipe with at least 27g protein.,"Chocolate Chip Banana Bread - 31.2g protein, 258.7 calories, 9.0g fat, 40.6g carbs.",Chocolate Chip Banana Bread,True,exact,True,True,False,{'protein_min': 27.0},"{'calories': 258.7, 'protein': 31.2, 'carbs': 40.6, 'total_fat': 9.0}",[],"Chocolate Chip Banana Bread - 3196 calories, 41.0g protein, 2651mg sodium, ready in 60 minutes. Ingredients: {'': [('butter, softened', '1  time(s) cup '), ('sugar', '2  time(s) cups '), ('bananas, large size ripe, mashed', '7  time(s) '), ('vanilla extract', '1 1/2 time(s) teaspoons '), ('eggs, slightly beaten', '4  time(s) '), ('flour', '3  time(s) cups '), ('salt', '0.5 time(s) teaspoon '), ('baking soda', '2  time(s) teaspoons '), ('chocolate chips', '1  time(s) cup ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Find a high-protein recipe with at least 5g protein.,"Cheddar Bacon Muffins - 6.8g protein, 252.9 calories, 18.1g fat, 14.1g carbs.",Cheddar Bacon Muffins,True,exact,True,True,False,{'protein_min': 5.0},"{'calories': 252.9, 'protein': 6.8, 'carbs': 14.1, 'total_fat': 18.1}",[],"Cheddar Bacon Muffins - 255 calories, 8.6g protein, 438mg sodium, ready in 35 minutes, serves 12. Ingredients: {'': [('slices bacon, chopped', '8  time(s) '), ('flour', '2  time(s) cups '), ('sugar', '2  time(s) tablespoons '), ('baking powder', '1  time(s) tablespoon '), ('salt', '0.5 time(s) teaspoon '), ('cheddar cheese, shredded (old is best)', '1 1/2 time(s) cups '), ('egg, beaten', '1  time(s) '), ('milk', '1  time(s) cup '), ('butter, melted', '3  time(s) tablespoons ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Suggest a balanced meal with moderate calories and good protein.,"Chicken And Bacon Casserole - 444.7 calories, 36.4g protein, 25.4g fat, 4.6g carbs.",Chicken And Bacon Casserole,True,exact,True,True,False,{'balanced': True},"{'calories': 444.7, 'protein': 36.4, 'carbs': 4.6, 'total_fat': 25.4}",[],"Chicken and Bacon Casserole - 475 calories, 26.5g protein, 185mg sodium, ready in 70 minutes, serves 8. Ingredients: {'': [('streaky bacon lardons, cut into 2cm chunks', '450  time(s) g '), ('olive oil', '4  time(s) tablespoons '), ('chicken, jointed', '1  time(s) '), ('medium carrots, peeled and cut into 4cm chunks or 12 baby carrots, scrubbed and left whole', '4  time(s) '), ('baby onions or 4 medium onions, peeled and halved', '10  time(s) '), ('garlic cloves, peeled', '8  time(s) '), ('chicken stock or 400 ml water', '400  time(s) ml '), ('$template2$ or 1 sprig $template3$', '1  time(s) 1 sprig '), ('chopped parsley', '1  time(s) tablespoon '), ('potato, to serve', '1  time(s) kg ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Suggest a ingredients recipe around 1072 calories.,"Lemon Chicken With Basil - 1072.7 calories, 90.7g protein, ready in 55 minutes.",Lemon Chicken With Basil,True,exact,False,True,False,"{'calories_min': 1022.0, 'calories_max': 1122.0}","{'calories': 1072.7, 'protein': 90.7, 'duration': 55.0}",['basil - 1072'],"Lemon Chicken With Basil - 243 calories, 29.0g protein, 156mg sodium, ready in 85 minutes, serves 4. Ingredients: {'': [('lemon, rind of, grated', '1  time(s) '), ('lemons, juice of', '2  time(s) '), ('garlic cloves, crushed', '2  time(s) '), ('olive oil', '3  time(s) teaspoons '), ('chopped fresh basil', '4  time(s) tablespoons '), ('salt and pepper', ' time(s) '), ('boneless skinless chicken, cubed', '450  time(s) g '), ('onion, sliced', '1  time(s) '), ('stalks celery, thinly sliced', '3  time(s) '), ('button mushrooms, halved', '175  time(s) g '), ('plain flour', '2  time(s) tablespoons '), ('chicken stock', '150  time(s) ml '), ('dry white wine', '150  time(s) ml '), ('lemon rind', ' time(s) '), ('lemon twist, and', ' time(s) '), ('basil sprig, to garnish', ' time(s) '), ('cooked pasta, 4 portions', ' time(s) ')]}",fix_claims,numeric claims diverged (matched_by=exact)
List a low-sodium recipe under 928mg sodium.,"Chocolate Chip Cookies - 828.7mg sodium, 113.8 calories, 45 minutes prep time.",Chocolate Chip Cookies,True,exact,True,True,False,"{'calories_max': 928.0, 'sodium_max': 928.0}","{'calories': 113.8, 'sodium': 828.7, 'duration': 45.0}",[],"Chocolate Chip Cookies - 201 calories, 2.2g protein, 205mg sodium, ready in 24 minutes, serves 25. Ingredients: {'': [('flour', '2 1/2 time(s) cups '), ('baking soda', '1  time(s) teaspoon '), ('salt', '1  time(s) teaspoon '), ('butter', '1  time(s) cup '), ('sugar', '0.5 time(s) cup '), ('brown sugar', '0.75 time(s) cup '), ('vanilla', '1  time(s) teaspoon '), ('large eggs', '2  time(s) '), ('chocolate chips', '8  time(s) ounces ')]}",fix_claims,numeric claims diverged (matched_by=exact)
Suggest a ingredients recipe under 84 calories.,"Homemade Lemonade - 84.2 calories, 0.3g protein, ready in 10 minutes.",Homemade Lemonade,True,exact,False,True,False,{'calories_max': 84.0},"{'calories': 84.2, 'protein': 0.3, 'duration': 10.0}",[],"Homemade Lemonade - 129 calories, 1.9g protein, 11mg sodium, ready in 10 minutes, serves 4. Ingredients: {'': [('lemons, cut in half', '6  time(s) '), ('quart water', '1  time(s) '), ('ice', '1  time(s) cup '), ('sugar', '0.5 time(s) cup ')]}",fix_claims,numeric claims diverged (matched_by=exact)
